student_id,interests,experience_level,learning_mode
STU03261,"Web Development, Software Development, SQL",Advanced,practical
STU03262,"Python, Web Development",Advanced,Reading
STU03263,"Data Science, Data Analytics",Beginner,practical
STU03264,SQL,Beginner,Reading
STU03265,"Data Analytics, SQL, Deep Learning",Beginner,Visual
STU03266,"Data Analytics, Python",Advanced,Reading
STU03267,"Deep Learning, Web Development, Data Analytics",Beginner,Reading
STU03268,Artificial Intelligence,Intermediate,Reading
STU03269,"SQL, Web Development",Beginner,Visual
STU03270,"Artificial Intelligence, DevOps",Advanced,Visual
STU03271,Data Analytics,Beginner,Reading
STU03272,Python,Beginner,Visual
STU03273,"Web Development, Cloud Computing, Python",Advanced,practical
STU03274,Artificial Intelligence,Advanced,Visual
STU03275,Artificial Intelligence,Advanced,Visual
STU03276,Artificial Intelligence,Intermediate,Visual
STU03277,Cloud Computing,Intermediate,Visual
STU03278,"SQL, Cybersecurity",Intermediate,practical
STU03279,"Web Development, Cybersecurity",Beginner,Reading
STU03280,"Cybersecurity, Artificial Intelligence, Web Development",Beginner,practical
STU03281,"Python, Data Analytics",Beginner,practical
STU03282,"DevOps, Cloud Computing, Software Development",Advanced,practical
STU03283,"Data Analytics, Software Development, Artificial Intelligence",Beginner,Visual
STU03284,"Deep Learning, Python",Beginner,Reading
STU03285,Python,Intermediate,Reading
STU03286,Data Analytics,Intermediate,Visual
STU03287,"Data Analytics, Python",Advanced,Visual
STU03288,"Data Analytics, Cybersecurity",Advanced,practical
STU03289,"SQL, Cloud Computing",Beginner,Visual
STU03290,Cybersecurity,Advanced,practical
STU03291,Python,Advanced,Visual
STU03292,"Software Development, Cybersecurity, Machine Learning",Beginner,practical
STU03293,Cybersecurity,Advanced,Visual
STU03294,"Software Development, Data Analytics",Beginner,practical
STU03295,"Cloud Computing, SQL, Deep Learning",Advanced,Reading
STU03296,"DevOps, Data Science, Software Development",Beginner,Reading
STU03297,"Web Development, Data Science, Deep Learning",Advanced,practical
STU03298,Cybersecurity,Advanced,Visual
STU03299,"Artificial Intelligence, Cloud Computing",Advanced,Visual
STU03300,Data Science,Beginner,practical
STU03301,"Artificial Intelligence, Deep Learning",Intermediate,Reading
STU03302,Web Development,Intermediate,Reading
STU03303,"Data Science, Web Development, SQL",Advanced,Reading
STU03304,"Cybersecurity, Python, Data Science",Beginner,Visual
STU03305,Cloud Computing,Intermediate,Reading
STU03306,"Machine Learning, Python, Cybersecurity",Beginner,Visual
STU03307,Cloud Computing,Intermediate,Visual
STU03308,"Data Science, Software Development, DevOps",Beginner,practical
STU03309,"Cybersecurity, Software Development",Advanced,Visual
STU03310,Cloud Computing,Intermediate,practical
STU03311,Software Development,Advanced,Visual
STU03312,"Cybersecurity, SQL, Python",Advanced,Reading
STU03313,"Deep Learning, Software Development, DevOps",Intermediate,practical
STU03314,"Machine Learning, DevOps",Advanced,Visual
STU03315,Data Science,Intermediate,practical
STU03316,Artificial Intelligence,Advanced,Visual
STU03317,"Software Development, Data Science",Advanced,Visual
STU03318,"DevOps, Data Analytics",Advanced,practical
STU03319,Deep Learning,Intermediate,practical
STU03320,Machine Learning,Intermediate,practical
STU03321,"SQL, Artificial Intelligence, Software Development",Beginner,practical
STU03322,Deep Learning,Intermediate,Reading
STU03323,"Cloud Computing, DevOps",Advanced,Reading
STU03324,"Data Analytics, Artificial Intelligence",Intermediate,practical
STU03325,"SQL, Deep Learning, Data Science",Advanced,practical
STU03326,Software Development,Intermediate,Reading
STU03327,SQL,Beginner,practical
STU03328,Data Analytics,Advanced,practical
STU03329,"Python, Web Development, Machine Learning",Beginner,Reading
STU03330,Machine Learning,Intermediate,Visual
STU03331,"Machine Learning, Software Development",Beginner,Reading
STU03332,Data Science,Beginner,Visual
STU03333,Machine Learning,Beginner,practical
STU03334,"SQL, Artificial Intelligence",Beginner,practical
STU03335,"Software Development, Data Science, Cloud Computing",Advanced,Visual
STU03336,Machine Learning,Beginner,Reading
STU03337,"Software Development, DevOps, Python",Beginner,practical
STU03338,"Cybersecurity, Artificial Intelligence, Machine Learning",Intermediate,practical
STU03339,"Software Development, Cloud Computing",Beginner,Visual
STU03340,"Software Development, Data Science, Cybersecurity",Intermediate,Visual
STU03341,"Machine Learning, Python",Beginner,Visual
STU03342,"Deep Learning, Python, Web Development",Advanced,Reading
STU03343,Deep Learning,Beginner,practical
STU03344,"Data Science, Machine Learning, Cloud Computing",Intermediate,Reading
STU03345,"Data Science, Machine Learning",Advanced,Reading
STU03346,"Machine Learning, Data Science, DevOps",Intermediate,Visual
STU03347,Python,Beginner,Reading
STU03348,"Machine Learning, Python",Beginner,Visual
STU03349,"Data Science, Software Development",Intermediate,Reading
STU03350,"DevOps, Data Analytics",Beginner,Reading
STU03351,Python,Advanced,practical
STU03352,"Web Development, Cybersecurity",Advanced,Reading
STU03353,"Artificial Intelligence, Python",Intermediate,Visual
STU03354,"Cloud Computing, Data Science",Beginner,Reading
STU03355,"Machine Learning, Cybersecurity",Advanced,Reading
STU03356,"Python, Web Development",Beginner,Reading
STU03357,"Cloud Computing, Data Science",Intermediate,Reading
STU03358,"DevOps, Artificial Intelligence",Beginner,Reading
STU03359,"Deep Learning, Software Development",Intermediate,Reading
STU03360,"DevOps, Python",Beginner,Reading
STU03361,"Data Analytics, Cybersecurity, DevOps",Intermediate,Visual
STU03362,"Web Development, Cloud Computing, Software Development",Intermediate,Visual
STU03363,"Python, Deep Learning, DevOps",Intermediate,Reading
STU03364,"SQL, Cloud Computing, Artificial Intelligence",Intermediate,Reading
STU03365,SQL,Advanced,practical
STU03366,Web Development,Advanced,Reading
STU03367,Artificial Intelligence,Beginner,practical
STU03368,Machine Learning,Intermediate,Visual
STU03369,"Data Analytics, Cloud Computing",Advanced,Visual
STU03370,"Cybersecurity, Deep Learning, Web Development",Advanced,Visual
STU03371,"Data Science, Web Development, Data Analytics",Beginner,Visual
STU03372,"Cloud Computing, Cybersecurity, Deep Learning",Intermediate,Visual
STU03373,"DevOps, Machine Learning, Cybersecurity",Beginner,practical
STU03374,"SQL, Data Analytics",Beginner,Visual
STU03375,"Cybersecurity, Python, Software Development",Intermediate,practical
STU03376,Deep Learning,Advanced,practical
STU03377,Software Development,Intermediate,Reading
STU03378,Deep Learning,Advanced,Visual
STU03379,"Data Science, Web Development",Intermediate,Visual
STU03380,Cybersecurity,Advanced,Visual
STU03381,Cloud Computing,Advanced,Reading
STU03382,"Machine Learning, Artificial Intelligence, Python",Beginner,Reading
STU03383,"Python, Deep Learning, Software Development",Advanced,practical
STU03384,Data Analytics,Beginner,Reading
STU03385,Artificial Intelligence,Beginner,Reading
STU03386,Python,Beginner,Visual
STU03387,"Data Science, Python",Intermediate,practical
STU03388,"DevOps, Machine Learning, Python",Intermediate,Visual
STU03389,"Data Analytics, Data Science, Cybersecurity",Beginner,Reading
STU03390,Software Development,Beginner,practical
STU03391,Machine Learning,Intermediate,practical
STU03392,"Data Analytics, Data Science",Advanced,practical
STU03393,Python,Intermediate,Reading
STU03394,"Cloud Computing, SQL",Intermediate,Visual
STU03395,"Machine Learning, Software Development, Cybersecurity",Intermediate,practical
STU03396,SQL,Intermediate,Visual
STU03397,"Deep Learning, SQL, Software Development",Advanced,Visual
STU03398,"SQL, Data Analytics, DevOps",Beginner,Visual
STU03399,"Cybersecurity, Data Science, Web Development",Advanced,practical
STU03400,"Software Development, Cybersecurity",Advanced,Reading
STU03401,"Software Development, Cloud Computing, SQL",Intermediate,Reading
STU03402,SQL,Advanced,Reading
STU03403,"Cloud Computing, Web Development",Advanced,Visual
STU03404,SQL,Advanced,practical
STU03405,"Python, Software Development, Web Development",Intermediate,Visual
STU03406,"Data Analytics, SQL",Intermediate,practical
STU03407,"Artificial Intelligence, SQL, Python",Beginner,Visual
STU03408,"Cybersecurity, Python, Artificial Intelligence",Intermediate,Reading
STU03409,"Cloud Computing, Software Development, Artificial Intelligence",Intermediate,Reading
STU03410,"Data Analytics, Web Development",Beginner,practical
STU03411,Python,Intermediate,Visual
STU03412,Deep Learning,Advanced,practical
STU03413,DevOps,Beginner,Visual
STU03414,Deep Learning,Advanced,Visual
STU03415,Cloud Computing,Advanced,Reading
STU03416,"Python, Data Analytics, Web Development",Beginner,Reading
STU03417,"Web Development, Data Analytics, DevOps",Intermediate,practical
STU03418,"Web Development, Data Analytics",Intermediate,Visual
STU03419,Python,Beginner,practical
STU03420,"Python, Deep Learning",Advanced,Visual
STU03421,"Deep Learning, SQL",Advanced,Reading
STU03422,Web Development,Advanced,Visual
STU03423,"Cloud Computing, Web Development",Advanced,Reading
STU03424,Data Analytics,Beginner,Reading
STU03425,Artificial Intelligence,Intermediate,practical
STU03426,Data Analytics,Beginner,Visual
STU03427,"Data Science, Cybersecurity, Software Development",Intermediate,Reading
STU03428,SQL,Beginner,Reading
STU03429,"Data Science, Data Analytics",Advanced,Reading
STU03430,"Artificial Intelligence, Software Development",Intermediate,practical
STU03431,"DevOps, Artificial Intelligence",Intermediate,practical
STU03432,Software Development,Beginner,practical
STU03433,"Data Analytics, Cloud Computing",Intermediate,Reading
STU03434,"Data Science, SQL",Intermediate,Visual
STU03435,Machine Learning,Beginner,Reading
STU03436,Data Science,Intermediate,Visual
STU03437,"Cloud Computing, Deep Learning",Advanced,Visual
STU03438,"Data Science, Software Development",Beginner,practical
STU03439,"Deep Learning, Data Analytics",Intermediate,Visual
STU03440,"Software Development, Web Development, Data Science",Advanced,Visual
STU03441,"DevOps, Software Development",Intermediate,Visual
STU03442,"Artificial Intelligence, Data Analytics",Beginner,practical
STU03443,"Cybersecurity, Python",Beginner,Visual
STU03444,Python,Advanced,Visual
STU03445,"Cloud Computing, Software Development, Python",Advanced,Visual
STU03446,"Python, Cybersecurity, DevOps",Beginner,Visual
STU03447,"Python, Cybersecurity, Data Analytics",Beginner,Reading
STU03448,"Data Analytics, Cloud Computing",Advanced,Reading
STU03449,"Artificial Intelligence, Python",Intermediate,Reading
STU03450,"Data Analytics, Cloud Computing, Web Development",Intermediate,practical
STU03451,"Cybersecurity, Artificial Intelligence, DevOps",Beginner,Visual
STU03452,Deep Learning,Beginner,Visual
STU03453,"Deep Learning, Data Analytics, Cybersecurity",Beginner,Visual
STU03454,"Cybersecurity, Artificial Intelligence, DevOps",Beginner,Reading
STU03455,"Web Development, Cybersecurity, Software Development",Beginner,Visual
STU03456,"Data Science, Web Development, Software Development",Advanced,Reading
STU03457,"Cloud Computing, Machine Learning",Intermediate,Visual
STU03458,Artificial Intelligence,Beginner,practical
STU03459,"Python, Cloud Computing, Cybersecurity",Beginner,Visual
STU03460,"Artificial Intelligence, Software Development, Cloud Computing",Intermediate,Reading
STU03461,Artificial Intelligence,Beginner,Reading
STU03462,Cloud Computing,Intermediate,practical
STU03463,Machine Learning,Intermediate,Visual
STU03464,"Cloud Computing, Machine Learning",Intermediate,practical
STU03465,"Python, Machine Learning, Web Development",Intermediate,Reading
STU03466,Deep Learning,Beginner,Reading
STU03467,"DevOps, Web Development",Beginner,Reading
STU03468,"Web Development, Cybersecurity",Advanced,practical
STU03469,"Web Development, Python",Beginner,Visual
STU03470,Cybersecurity,Advanced,Reading
STU03471,"Data Science, Deep Learning",Advanced,practical
STU03472,Software Development,Beginner,practical
STU03473,"Artificial Intelligence, Data Analytics, Deep Learning",Intermediate,Reading
STU03474,"Deep Learning, Data Science",Beginner,practical
STU03475,"Artificial Intelligence, Deep Learning",Beginner,Visual
STU03476,"Cybersecurity, Data Analytics, Artificial Intelligence",Intermediate,Visual
STU03477,SQL,Intermediate,practical
STU03478,"Data Analytics, Cloud Computing, Deep Learning",Advanced,practical
STU03479,"Deep Learning, Software Development",Advanced,Visual
STU03480,Artificial Intelligence,Beginner,Reading
STU03481,"Deep Learning, Python",Intermediate,Visual
STU03482,"DevOps, Cybersecurity, Machine Learning",Beginner,Visual
STU03483,"Cybersecurity, Artificial Intelligence, Machine Learning",Advanced,practical
STU03484,SQL,Advanced,Visual
STU03485,Data Science,Intermediate,practical
STU03486,"Artificial Intelligence, Cybersecurity",Beginner,Visual
STU03487,"Data Analytics, Artificial Intelligence, SQL",Intermediate,practical
STU03488,Web Development,Beginner,Visual
STU03489,"Data Science, Artificial Intelligence, SQL",Advanced,practical
STU03490,"Artificial Intelligence, SQL, Deep Learning",Intermediate,Visual
STU03491,"Cybersecurity, Python, SQL",Intermediate,Reading
STU03492,Artificial Intelligence,Intermediate,Reading
STU03493,"Machine Learning, Data Analytics",Advanced,practical
STU03494,Python,Intermediate,Visual
STU03495,Data Science,Beginner,practical
STU03496,"Cybersecurity, Data Science",Intermediate,practical
STU03497,"Software Development, SQL",Advanced,practical
STU03498,SQL,Intermediate,Visual
STU03499,"Python, Deep Learning, Artificial Intelligence",Intermediate,practical
STU03500,"Software Development, DevOps",Advanced,practical
STU03501,"SQL, Python, Cybersecurity",Beginner,Reading
STU03502,DevOps,Intermediate,practical
STU03503,"Cloud Computing, Web Development, Data Science",Beginner,practical
STU03504,Python,Intermediate,Visual
STU03505,"DevOps, Data Science, Web Development",Intermediate,Reading
STU03506,"Cybersecurity, Cloud Computing",Advanced,practical
STU03507,Machine Learning,Advanced,Visual
STU03508,"Software Development, Data Science, Deep Learning",Advanced,Visual
STU03509,"Web Development, Software Development",Beginner,practical
STU03510,"Cybersecurity, Web Development",Beginner,Visual
STU03511,"Machine Learning, Cybersecurity",Advanced,practical
STU03512,"Deep Learning, Cybersecurity",Intermediate,Visual
STU03513,"Software Development, SQL",Advanced,practical
STU03514,"Artificial Intelligence, Data Analytics, DevOps",Intermediate,Reading
STU03515,DevOps,Beginner,practical
STU03516,Data Science,Intermediate,Visual
STU03517,"Data Analytics, Deep Learning, Artificial Intelligence",Beginner,Reading
STU03518,"DevOps, Deep Learning, Artificial Intelligence",Beginner,Visual
STU03519,Python,Advanced,Visual
STU03520,"Python, Cloud Computing, Machine Learning",Intermediate,practical
STU03521,Cybersecurity,Intermediate,practical
STU03522,Data Analytics,Advanced,practical
STU03523,"SQL, Data Science, DevOps",Advanced,practical
